Company,Date,Title,Positive,Negative,Neutral,ConfidenceScore
A2M,2022-10-12,"""Investors in a2 Milk (NZSE:ATM) have unfortunately lost 54% over the last three years""",0.0118944318965077,0.9717257618904114,0.0163798741996288,-0.3191718181643721
ABC,2022-10-24,"""Adbri (ASX:ABC) stock falls 20% in past week as five-year earnings and shareholder returns continue downward trend""",0.0083539262413978,0.9753229022026062,0.0163231585174798,-0.4438885821061714
AIA,2022-10-02,"""Are Auckland International Airport Limited's (NZSE:AIA) Mixed Financials The Reason For Its Gloomy Performance on The Stock Market?""",0.0106807742267847,0.9415302276611328,0.0477889999747276,-0.27417988815782307
AIA,2022-10-19,"""Auckland Airport lifts profit forecast for fiscal 2023 on demand recovery""",0.8788020014762878,0.0936158969998359,0.0275820977985858,0.3329984504748922
ALX,2022-10-02,"""Multiple insiders bought Atlas Arteria Limited (ASX:ALX) stock earlier this year, a positive sign for shareholders""",0.940125584602356,0.014955349266529,0.0449190810322761,0.2737708467214012
AMP,2022-10-20,"""AMP Australian wealth management unit's net outflows more than halve""",0.945801317691803,0.0250612627714872,0.0291374810039997,0.36874073748880476
ANN,2022-10-25,"""The past year for Ansell (ASX:ANN) investors has not been profitable""",0.0805429220199585,0.0213952790945768,0.8980618715286255,0.21593823474430157
ANZ,2022-10-30,"""Australia and New Zealand Banking Group's (ASX:ANZ) Shareholders Will Receive A Bigger Dividend Than Last Year""",0.8759557604789734,0.0088337250053882,0.1152105629444122,0.7973292939777039
APE,2022-10-24,"""Eagers Automotive Limited (ASX:APE) stock most popular amongst individual investors who own 42%, while private companies hold 31%""",0.096957117319107,0.0085791973397135,0.8944637179374695,0.20354399071529194
ARG,2022-10-17,"""Here's Why Argo Investments Limited's (ASX:ARG) CEO Compensation Is The Least Of Shareholders' Concerns""",0.0252587962895631,0.415277749300003,0.5594635009765625,0.10089190230215805
ASX,2022-10-08,"""ASX (ASX:ASX) shareholders have earned a 9.3% CAGR over the last five years""",0.7102752327919006,0.0117445811629295,0.2779801785945892,0.22065940764303432
AZJ,2022-10-18,"""UPDATE 1-Australia's New Hope not in consortium bidding for Aurizon unit""",0.1044698730111122,0.0458782762289047,0.8496518731117249,0.15687520725537252
AZJ,2022-10-19,"""While institutions own 43% of Aurizon Holdings Limited (ASX:AZJ), individual investors are its largest shareholders with 56% ownership""",0.0330326035618782,0.0157771408557891,0.9511902928352356,0.18021402607686193
